ID,FIELD MNEMONIC,FIELD DESCRIPTION,FIELD DEFINITION,UNITS,FREQUENCY,PILLAR,THEME,HISTORY,Created,YEAR,Dashboard
SR439,WASTE_COMPSTD_AMOUNT_FLD_SCR,BESG Waste Composted Amount Field Score,"Provides the Bloomberg score evaluating the company's performance on amount of waste composted, where:
Amount of Waste Composted is SA156, AMT_WASTE_COMPOSTED

Depending on data availability, this score may utilize data from different fields based on the formula SA156/ES020*100, where: 
ES020 represents Total Waste, TOTAL_WASTE. 

A higher amount of Amount of Waste Composted results in a higher score.

Quantitative fields are scored by a relevant quantitative model such as intensity (normalized by an activity metric) or categorical scoring (ranges of performance) among others, depending on the field type, unit, polarity, and presence of an activity metric. 

Values range from 0 to 10; 10 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Score,Ad hoc,Environmental,Natural Capital,From 2015,45617,current,N.A.
SR440,WASTE_INCNRATD_AMT_FLD_SCR,BESG Waste Incinerated Amount Field Score,"Provides the Bloomberg score evaluating the company's performance on amount of waste incinerated, where:
Amount of Waste Incinerated is SA157, AMT_WASTE_INCINERATED

Depending on data availability, this score may utilize data from different fields based on the formula SA157/ES020*100, where: 
ES020 represents Total Waste, TOTAL_WASTE. 

A lower amount of Amount of Waste Incinerated results in a higher score.

Quantitative fields are scored by a relevant quantitative model such as intensity (normalized by an activity metric) or categorical scoring (ranges of performance) among others, depending on the field type, unit, polarity, and presence of an activity metric. 

Values range from 0 to 10; 10 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Score,Ad hoc,Environmental,Natural Capital,From 2015,45617,current,N.A.
SR441,LFL_ENG_CONSM_PCT_CHG_FLD_SCORE,BESG LFL Energy Consumption Pct Change Field Score,"Provides the Bloomberg score evaluating the company's performance on LFL pct change energy consumption, where:
LFL Percentage Change Energy Consumption is SA279, LFL_PCT_CHG_ENRGY_CONSUMPT

A lower amount of LFL pct change energy consumption results in a higher score.

Quantitative fields are scored by a relevant quantitative model such as intensity (normalized by an activity metric) or categorical scoring (ranges of performance) among others, depending on the field type, unit, polarity, and presence of an activity metric. 

Values range from 0 to 10; 10 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Score,Ad hoc,Environmental,Energy,From 2015,45617,current,N.A.
SR442,DISCHARGES_TO_WATER_FLD_SCR,BESG Discharges to Water Field Score,"Provides the Bloomberg score evaluating the company's performance on discharge to water, where:
Discharges to Water is ES018, DISCHARGE_TO_WATER

A lower amount of discharge to water results in a higher score.

Quantitative fields are scored by a relevant quantitative model such as intensity (normalized by an activity metric) or categorical scoring (ranges of performance) among others, depending on the field type, unit, polarity, and presence of an activity metric. 

Values range from 0 to 10; 10 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Score,Ad hoc,Environmental,Natural Capital,From 2015,45617,current,N.A.
SR443,WATER_DISCHRGD_TOTAL_FLD_SCR,BESG Water Discharged Total Field Score,"Provides the Bloomberg score evaluating the company's performance on total water discharged, where:
Total Water Discharged is ES081, TOTAL_WATER_DISCHARGED

A lower amount of Total Water Discharged results in a higher score.

Quantitative fields are scored by a relevant quantitative model such as intensity (normalized by an activity metric) or categorical scoring (ranges of performance) among others, depending on the field type, unit, polarity, and presence of an activity metric. 

Values range from 0 to 10; 10 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Score,Ad hoc,Environmental,Natural Capital,From 2015,45617,current,N.A.
SR444,COD_OF_DISCHARGES_FLD_SCR,BESG Chemical Oxygen Demand of Discharges Fld Scr,"Provides the Bloomberg score evaluating the company's performance on discharge to water, where:
Chemical Oxygen Demand of Discharges is ES243, COD_OF_DISCHARGES

A lower amount of Discharges to Water results in a higher score.

Quantitative fields are scored by a relevant quantitative model such as intensity (normalized by an activity metric) or categorical scoring (ranges of performance) among others, depending on the field type, unit, polarity, and presence of an activity metric. 

Values range from 0 to 10; 10 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Score,Ad hoc,Environmental,Natural Capital,From 2015,45617,current,N.A.
SR445,BOD_OF_DISCHARGES_FLD_SCR,BESG Biological Oxygen Demand of Discharge Fld Scr,"Provides the Bloomberg score evaluating the company's performance on biological oxygen demand of discharges, where:
Biological Oxygen Demand of Discharges is ES244, BOD_OF_DISCHARGES

A lower amount of biological oxygen demand of discharges

Quantitative fields are scored by a relevant quantitative model such as intensity (normalized by an activity metric) or categorical scoring (ranges of performance) among others, depending on the field type, unit, polarity, and presence of an activity metric. 

Values range from 0 to 10; 10 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Score,Ad hoc,Environmental,Natural Capital,From 2015,45617,current,N.A.
SR446,H2O_RECYCLED_TOT_USE_PCT_FLD_SCR,BESG Water Recycled Per Total Used Pct Field Score,"Provides the Bloomberg score evaluating the company's performance on percent water recycled derived, where:
Percent Water Recycled Derived is F1588, PCT_WATER_RECYCL_PER_TOTL_USED

A higher amount of Percent Water Recycled Derived results in a higher score.

Quantitative fields are scored by a relevant quantitative model such as intensity (normalized by an activity metric) or categorical scoring (ranges of performance) among others, depending on the field type, unit, polarity, and presence of an activity metric. 

Values range from 0 to 10; 10 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Score,Ad hoc,Environmental,Natural Capital,From 2015,45617,current,N.A.
SR447,PRODUCED_WATER_FLOWBACK_FLD_SCR,BESG Produced Water and Flowback Field Score,"Provides the Bloomberg score evaluating the company's performance on produced water and flowback, where:
Produced Water and Flowback is SA062, PRODUCED_WATER_AND_FLOWBACK

A lower amount of Produced Water and Flowback results in a higher score.

Quantitative fields are scored by a relevant quantitative model such as intensity (normalized by an activity metric) or categorical scoring (ranges of performance) among others, depending on the field type, unit, polarity, and presence of an activity metric. 

Values range from 0 to 10; 10 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Score,Ad hoc,Environmental,Natural Capital,From 2015,45617,current,N.A.
SR448,PROD_H2O_DSCHRG_PCT_FLD_SCR,BESG Produced Water Discharged Percentage Fld Scr,"Provides the Bloomberg score evaluating the company's performance on percentage of produced water discharged, where:
Percentage of Produced Water Discharged is SA064, PCT_PROD_WATER_DISCHARGED

A lower amount of Percentage of Produced Water Discharged results in a higher score.

Quantitative fields are scored by a relevant quantitative model such as intensity (normalized by an activity metric) or categorical scoring (ranges of performance) among others, depending on the field type, unit, polarity, and presence of an activity metric. 

Values range from 0 to 10; 10 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Score,Ad hoc,Environmental,Natural Capital,From 2015,45617,current,N.A.
SR449,PROD_H2O_INJCTD_PCT_FLD_SCR,BESG Produced Water Injected Percentage Fld Scr,"Provides the Bloomberg score evaluating the company's performance on percentage of produced water injected, where:
Percentage of Produced Water Injected is SA066, PCT_PRODUCED_H2O_INJECTED

A lower amount of Percentage of Produced Water Injected results in a higher score.

Quantitative fields are scored by a relevant quantitative model such as intensity (normalized by an activity metric) or categorical scoring (ranges of performance) among others, depending on the field type, unit, polarity, and presence of an activity metric. 

Values range from 0 to 10; 10 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Score,Ad hoc,Environmental,Natural Capital,From 2015,45617,current,N.A.
SR450,PROD_H2O_RECYCL_PCT_FLD_SCR,BESG Produced Water Recycled Percentage Fld Scr,"Provides the Bloomberg score evaluating the company's performance on percentage of produced water recycled, where:
Percentage of Produced Water Recycled is SA068, PCT_PRODUCED_H2O_RECYCLED

A higher amount of Percentage of Produced Water Recycled results in a higher score.

Quantitative fields are scored by a relevant quantitative model such as intensity (normalized by an activity metric) or categorical scoring (ranges of performance) among others, depending on the field type, unit, polarity, and presence of an activity metric. 

Values range from 0 to 10; 10 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Score,Ad hoc,Environmental,Natural Capital,From 2015,45617,current,N.A.
SR451,FRACT_FLUID_USE_POLICY_FLD_SCR,BESG Fracturing Fluid Use Policy Field Score,"Provides the Bloomberg score evaluating the company's performance on fracturing fluid use policy, where:
Fracturing Fluid Use Policy is SA077, FRACTURING_FLUID_USE_POLICY

A value of ""N"" in the binary underlying field results in a score of 0, while a ""Y"" results in a score of 10. 

Values range from 0 to 10; 10 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Score,Ad hoc,Environmental,Natural Capital,From 2015,45617,current,N.A.
SR452,WASTEWATER_TREATED_FLD_SCR,BESG Wastewater Treated Field Score,"Provides the Bloomberg score evaluating the company's performance on wastewater treated, where:
Wastewater Treated is SA369, WASTEWATER_TREATED

Depending on data availability, this score may utilize data from different fields based on the formula (SA369*100/ES081), where: 
ES081 represents Total Water Discharged, TOTAL_WATER_DISCHARGED. 

A higher amount of Wastewater Treated results in a higher score.

Quantitative fields are scored by a relevant quantitative model such as intensity (normalized by an activity metric) or categorical scoring (ranges of performance) among others, depending on the field type, unit, polarity, and presence of an activity metric. 

Values range from 0 to 10; 10 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Score,Ad hoc,Environmental,Natural Capital,From 2015,45617,current,N.A.
SR453,POR_WATER_REDUCTN_TGT_FLD_SCR,BESG Portfolio Water Reduction Target Field Score,"Provides the Bloomberg score evaluating the company's performance on portfolio water reduction target, where:
Portfolio Water Reduction Target is SA299, PORTFOLIO_WTR_REDUCT_TGT

A higher amount of Portfolio Water Reduction Target results in a higher score.

Quantitative fields are scored by a relevant quantitative model such as intensity (normalized by an activity metric) or categorical scoring (ranges of performance) among others, depending on the field type, unit, polarity, and presence of an activity metric. 

Values range from 0 to 10; 10 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Score,Ad hoc,Environmental,Natural Capital & Biodiversity,From 2015,45527,current,N.A.
SR454,WATER_PER_UNIT_PRODCTN_FLD_SCR,BESG Water per Unit of Production Field Score,"Provides the Bloomberg score evaluating the company's performance on water per unit of production, where:
Water per Unit of Production is ES082, WATER_PER_UNIT_OF_PROD

A lower amount of Water per Unit of Production results in a higher score.

Quantitative fields are scored by a relevant quantitative model such as intensity (normalized by an activity metric) or categorical scoring (ranges of performance) among others, depending on the field type, unit, polarity, and presence of an activity metric. 

Values range from 0 to 10; 10 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Score,Ad hoc,Environmental,Natural Capital,From 2015,45617,current,N.A.
SR455,COOLING_WATER_INFLOW_FLD_SCR,BESG Cooling Water Inflow Field Score,"Provides the Bloomberg score evaluating the company's performance on cooling water inflow, where:
Cooling Water Inflow is ES245, COOLING_WATER_INFLOW

A lower amount of Cooling Water Inflow results in a higher score.

Quantitative fields are scored by a relevant quantitative model such as intensity (normalized by an activity metric) or categorical scoring (ranges of performance) among others, depending on the field type, unit, polarity, and presence of an activity metric. 

Values range from 0 to 10; 10 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Score,Ad hoc,Environmental,Natural Capital,From 2015,45617,current,N.A.
SR456,COOLING_WATER_OUTFLOW_FLD_SCR,BESG Cooling Water Outflow Field Score,"Provides the Bloomberg score evaluating the company's performance on cooling water outflow, where:
Cooling Water Outflow is ES246, COOLING_WATER_OutFLOW

A lower amount of Cooling Water Outflow results in a higher score.

Quantitative fields are scored by a relevant quantitative model such as intensity (normalized by an activity metric) or categorical scoring (ranges of performance) among others, depending on the field type, unit, polarity, and presence of an activity metric. 

Values range from 0 to 10; 10 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Score,Ad hoc,Environmental,Natural Capital,From 2015,45617,current,N.A.
SR457,WATER_WITHDRWL_TOTAL_FLD_SCR,BESG Water Withdrawal Total Field Score,"Provides the Bloomberg score evaluating the company's performance on total water withdrawal, where:
Total Water Withdrawal is ES269, TOTAL_WATER_WITHDRAWAL

A lower amount of Total Water Withdrawal results in a higher score.

Quantitative fields are scored by a relevant quantitative model such as intensity (normalized by an activity metric) or categorical scoring (ranges of performance) among others, depending on the field type, unit, polarity, and presence of an activity metric. 

Values range from 0 to 10; 10 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Score,Ad hoc,Environmental,Natural Capital,From 2015,45617,current,N.A.
SR458,WATER_STRESS_EXPOSRE_PCT_FLD_SCR,BESG Water Stress Exposure Percentage Field Score,"Provides the Bloomberg score evaluating the company's performance on water stress exposure percentage, where:
Water Stress Exposure Percentage is ES497, WATER_STRESS_EXPOSURE_PCT

A lower amount of Water Stress Exposure Percentage results in a higher score.

Quantitative fields are scored by a relevant quantitative model such as intensity (normalized by an activity metric) or categorical scoring (ranges of performance) among others, depending on the field type, unit, polarity, and presence of an activity metric. 

Values range from 0 to 10; 10 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Score,Ad hoc,Environmental,Natural Capital,From 2015,45617,current,N.A.
SR459,WATER_CONSUMPTION_DERIVD_FLD_SCR,BESG Water Consumption Derived Field Score,"Provides the Bloomberg score evaluating the company's performance on water consumption derived, where:
Water Consumption Derived is F1589, TOTL_WATER_CONSMPTN

Depending on data availability, this score may utilize data from different fields such as F1589 or SA484, where:
SA484 represents Water Consumption (As Reported), WATER_CONSMPTN.

A lower amount of Water Consumption Derived results in a higher score.

Quantitative fields are scored by a relevant quantitative model such as intensity (normalized by an activity metric) or categorical scoring (ranges of performance) among others, depending on the field type, unit, polarity, and presence of an activity metric. 

Values range from 0 to 10; 10 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Score,Ad hoc,Environmental,Natural Capital,From 2015,45617,current,N.A.
SR460,FRESHWATER_WITHDRAWALS_FLD_SCR,BESG Freshwater Withdrawals Field Score,"Provides the Bloomberg score evaluating the company's performance on freshwater withdrawals, where:
Freshwater Withdrawals is SA020, FRESHWATER_WITHDRAWALS

A lower amount of Freshwater Withdrawals results in a higher score.

Quantitative fields are scored by a relevant quantitative model such as intensity (normalized by an activity metric) or categorical scoring (ranges of performance) among others, depending on the field type, unit, polarity, and presence of an activity metric. 

Values range from 0 to 10; 10 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Score,Ad hoc,Environmental,Natural Capital,From 2015,45617,current,N.A.
SR461,LFL_WATER_WITHDRAWALS_FLD_SCR,BESG Like-for-Like Water withdrawals Field Score,"Provides the Bloomberg score evaluating the company's performance on like-for-like withdrawals, where:
Like-for-Like Water Withdrawals is SA173, LIKE_FOR_LIKE_WATER_WITHDRAWALS

A lower amount of Like-for-Like Water Withdrawals results in a higher score.

Quantitative fields are scored by a relevant quantitative model such as intensity (normalized by an activity metric) or categorical scoring (ranges of performance) among others, depending on the field type, unit, polarity, and presence of an activity metric. 

Values range from 0 to 10; 10 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Score,Ad hoc,Environmental,Natural Capital,From 2015,45617,current,N.A.
SR463,WATER_POLICY_FLD_SCR,BESG Water Policy Field Score,"Provides the Bloomberg score evaluating the company's performance on water policy, where:
Water Policy is ES247, WATER_POLICY

A value of ""N"" in the binary underlying field results in a score of 0, while a ""Y"" results in a score of 10. 

Values range from 0 to 10; 10 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Score,Ad hoc,Environmental,Natural Capital,From 2015,45617,current,N.A.
SR464,AIR_QUALITY_ISSUE_PERCENTILE,BESG Air Quality Issue Percentile,"Provides the Bloomberg Environmental and Social scoring peer group percentile rank for the Issue Air Quality. Percentile illustrates what percentage of scores lie below a given company's Issue Score. Percentiles allow for comparison across scores for companies in different peer groups.

Values range from 0 to 100; 100 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Percentile,Ad hoc,Environmental,Natural Capital,From 2015,45617,current,N.A.
SR465,CLIMATE_EXPOSURE_ISSUE_PERCNTLE,BESG Climate Exposure Issue Percentile,"Provides the Bloomberg Environmental and Social scoring peer group percentile rank for the Issue Climate Exposure. Percentile illustrates what percentage of scores lie below a given company's Issue Score. Percentiles allow for comparison across scores for companies in different peer groups.

Values range from 0 to 100; 100 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Percentile,Ad hoc,Environmental,Climate Change,From 2015,45617,current,N.A.
SR466,ECOLOGCL_IMPACT_ISSUE_PERCENTILE,BESG Ecological Impact Issue Percentile,"Provides the Bloomberg Environmental and Social scoring peer group percentile rank for the Issue Ecological Impact. Percentile illustrates what percentage of scores lie below a given company's Issue Score. Percentiles allow for comparison across scores for companies in different peer groups.

Values range from 0 to 100; 100 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Percentile,Ad hoc,Environmental,Natural Capital,From 2015,45617,current,N.A.
SR467,ENERGY_MGMT_ISSUE_PERCENTILE,BESG Energy Management Issue Percentile,"Provides the Bloomberg Environmental and Social scoring peer group percentile rank for the Issue Energy Management. Percentile illustrates what percentage of scores lie below a given company's Issue Score. Percentiles allow for comparison across scores for companies in different peer groups.

Values range from 0 to 100; 100 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Percentile,Ad hoc,Environmental,Energy,From 2015,45617,current,N.A.
SR468,ENVIRONMENTAL_PILLAR_PERCENTILE,BESG Environmental Pillar Percentile,"Provides the Bloomberg Environmental Pillar Percentile rank. Percentile illustrates what percentage of scores lie below a given company's Pillar Score. Percentiles allow for comparison across scores for companies in different peer groups.
 
Values range from 0 to 100; 100 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Percentile,Ad hoc,Environmental,N.A.,From 2015,45617,current,N.A.
SR469,ESCM_ISSUE_PERCENTILE,BESG ESCM Issue Percentile,"Provides the Bloomberg Environmental and Social scoring peer group percentile rank for the Issue Environmental Supply Chain Management. Percentile illustrates what percentage of scores lie below a given company's Issue Score. Percentiles allow for comparison across scores for companies in different peer groups.

Values range from 0 to 100; 100 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Percentile,Ad hoc,Environmental,Value Chain,From 2015,45617,current,N.A.
SR470,GHG_EMISSNS_MGMT_ISSUE_PERCNTLE,BESG GHG Emissions Management Issue Percentile,"Provides the Bloomberg Environmental and Social scoring peer group percentile rank for the Issue Greenhouse Gas Emission Management. Percentile illustrates what percentage of scores lie below a given company's Issue Score. Percentiles allow for comparison across scores for companies in different peer groups.

Values range from 0 to 100; 100 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Percentile,Ad hoc,Environmental,Climate Change,From 2015,45617,current,N.A.
SR471,SUSTNBLE_PRODUCT_ISSUE_PERCNTLE,BESG Sustainable Product Issue Percentile,"Provides the Bloomberg Environmental and Social scoring peer group percentile rank for the Issue Sustainable Product. Percentile illustrates what percentage of scores lie below a given company's Issue Score. Percentiles allow for comparison across scores for companies in different peer groups.

Values range from 0 to 100; 100 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Percentile,Ad hoc,Environmental,Value Chain,From 2015,45617,current,N.A.
SR472,WASTE_MGMT_ISSUE_PERCENTILE,BESG Waste Management Issue Percentile,"Provides the Bloomberg Environmental and Social scoring peer group percentile rank for the Issue Waste Management. Percentile illustrates what percentage of scores lie below a given company's Issue Score. Percentiles allow for comparison across scores for companies in different peer groups.

Values range from 0 to 100; 100 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Percentile,Ad hoc,Environmental,Natural Capital,From 2015,45617,current,N.A.
SR473,WATER_MGMT_ISSUE_PERCENTILE,BESG Water Management Issue Percentile,"Provides the Bloomberg Environmental and Social scoring peer group percentile rank for the Issue Water Management. Percentile illustrates what percentage of scores lie below a given company's Issue Score. Percentiles allow for comparison across scores for companies in different peer groups.

Values range from 0 to 100; 100 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Percentile,Ad hoc,Environmental,Natural Capital,From 2015,45617,current,N.A.
SR474,AIR_QUALTY_ISSUE_PERF_SCORE,BESG Air Quality Issue Performance Score,"Provides the Bloomberg score evaluating the company's performance on the Issue Air Quality, which includes Sub-Issues related to air emissions, air quality policies and other related topics.

Bloomberg's approach to aggregation at the Issue level emphasizes quantitative disclosure, with the goal of minimizing the potential for a company to score well by disclosing only qualitative information.

Issue Score (SR208, AIR_QUALITY_ISSUE_SCORE) aggregates the Issue Performance Score and Issue Disclosure Factor, where: 
Issue Performance Score is SR474, AIR_QUALTY_ISSUE_PERF_SCORE
Issue Disclosure Factor is SR265, AIR_QUALITY_ISS_DISC_FACTOR

The Issue Disclosure Factor is only applied at the Issue Score level.

Values range from 0 to 10; 10 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Score,Ad hoc,Environmental,Natural Capital,From 2015,45617,current,N.A.
SR475,CLIMTE_EXPSRE_ISSUE_PERF_SCORE,BESG Climate Exposure Issue Performance Score,"Provides the Bloomberg score evaluating the company's performance on the Issue Climate Exposure, which includes Sub-Issues related to company's exposure to climate transition risks, physical risks and other related topics. 

Bloomberg's approach to aggregation at the Issue level emphasizes quantitative disclosure, with the goal of minimizing the potential for a company to score well by disclosing only qualitative information.

Issue Score (SR235, CLIMATE_EXPOS_ISSUE_SCORE) aggregates the Issue Performance Score and Issue Disclosure Factor, where: 
Issue Performance Score is SR475, CLIMTE_EXPSRE_ISSUE_PERF_SCORE
Issue Disclosure Factor is SR239, CLIMATE_EXPOSURE_ISS_DISC_FACTOR

The Issue Disclosure Factor is only applied at the Issue Score level.

Values range from 0 to 10; 10 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Score,Ad hoc,Environmental,Climate Change,From 2015,45617,current,N.A.
SR476,ECOLOGCL_IMPCT_ISSUE_PERF_SCORE,BESG Ecological Impact Issue Performance Score,"Provides the Bloomberg score evaluating the company's performance on the Issue Ecological Impact, which includes Sub-Issues related to environmental incidents, environmental fines, ecosystem protection and other related topics.

Bloomberg's approach to aggregation at the Issue level emphasizes quantitative disclosure, with the goal of minimizing the potential for a company to score well by disclosing only qualitative information.

Issue Score (SR231, ECOLOGICAL_IMPACT_ISSUE_SCORE) aggregates the Issue Performance Score and Issue Disclosure Factor, where: 
Issue Performance Score is SR476, ECOLOGCL_IMPCT_ISSUE_PERF_SCORE
Issue Disclosure Factor is SR255, ECOLOGICAL_IMPACT_ISS_DISC_FACTR

The Issue Disclosure Factor is only applied at the Issue Score level.

Values range from 0 to 10; 10 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Score,Ad hoc,Environmental,Natural Capital,From 2015,45617,current,N.A.
SR477,ENRGY_MGMT_ISSUE_PERF_SCORE,BESG Energy Management Issue Performance Score,"Provides the Bloomberg score evaluating the company's performance on the Issue Energy Management, which includes Sub-Issues related to energy consumption, renewable energy use and other related topics. 

Bloomberg's approach to aggregation at the Issue level emphasizes quantitative disclosure, with the goal of minimizing the potential for a company to score well by disclosing only qualitative information.

Issue Score (SR205, ENERGY_MANAGEMENT_ISSUE_SCORE) aggregates the Issue Performance Score and Issue Disclosure Factor, where: 
Issue Performance Score is SR477, ENRGY_MGMT_ISSUE_PERF_SCORE
Issue Disclosure Factor is SR263, ENERGY_MANAGEMENT_ISS_DISC_FACTR

The Issue Disclosure Factor is only applied at the Issue Score level.

Values range from 0 to 10; 10 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Score,Ad hoc,Environmental,Energy,From 2015,45617,current,N.A.
SR478,ESCM_ISSUE_PERFORMANCE_SCORE,BESG ESCM Issue Performance Score,"Provides the Bloomberg score evaluating the company's performance on the Issue Environmental Supply Chain Management, which includes Sub-Issues related to supplier environmental compliance, sustainable sourcing and other related topics. 

Bloomberg's approach to aggregation at the Issue level emphasizes quantitative disclosure, with the goal of minimizing the potential for a company to score well by disclosing only qualitative information.

Issue Score (SR249, ENV_SPPLY_CHAIN_MGMT_ISSUE_SCORE) aggregates the Issue Performance Score and Issue Disclosure Factor, where: 
Issue Performance Score is SR478, ESCM_ISSUE_PERFORMANCE_SCORE
Issue Disclosure Factor is SR241, ENV_SUPLY_CHN_MGMT_ISS_DISC_FCTR

The Issue Disclosure Factor is only applied at the Issue Score level.

Values range from 0 to 10; 10 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Score,Ad hoc,Environmental,Value Chain,From 2015,45617,current,N.A.
SR479,GHG_EMISS_MGMT_ISSUE_PERF_SCORE,BESG GHG Emissions Management Issue Performnce Scr,"Provides the Bloomberg score evaluating the company's performance on the Issue Greenhouse Gas Emissions Management, which includes Sub-Issues related to GHG emissions, policies and other related topics.

Bloomberg's approach to aggregation at the Issue level emphasizes quantitative disclosure, with the goal of minimizing the potential for a company to score well by disclosing only qualitative information.

Issue Score (SR200, GHG_EMISSIONS_MNGT_ISSUE_SCORE) aggregates the Issue Performance Score and Issue Disclosure Factor, where: 
Issue Performance Score is SR479, GHG_EMISS_MGMT_ISSUE_PERF_SCORE 
Issue Disclosure Factor is SR221, GHG_EMISSIONS_MGMT_ISS_DISC_FCTR

The Issue Disclosure Factor is only applied at the Issue Score level.

Values range from 0 to 10; 10 is best.

This metric is part of Bloomberg's Environmental, Social and Governance (ESG) financial materiality scores model. For more information please refer to Bloomberg ESG Scoring methodology documents.",Score,Ad hoc,Environmental,Climate Change,From 2015,45617,current,N.A.
