ISIN,Name,Member Ticker,Mkt Cap,Industry
AU000000LNU1,LINIUS TECHNOLOG,LNU AU Equity,"51,706,360,325",Software and Tech Services
CA45828F1018,INTEGRATED CYBER,ICS CN Equity,"21,195,479,593",Software and Tech Services
CA92865G1054,VOLATUS AEROSPAC,VOL CN Equity,"180,037,358,737",Software and Tech Services
US98148H1095,WORLD HEALTH ENE,WHEN US Equity,"486,407,023,443",Software and Tech Services
US86332V6048,ZERIFY INC,ZRFY US Equity,"8,733,781,638",Software and Tech Services
TREHDRP00018,HIDROPAR HAREKET,HKTM TI Equity,"480,853,647,147",Software and Tech Services
CA92337G3035,VENZEE TECHNOLOG,VENZ CN Equity,"32,703,932,007",Software and Tech Services
INE228B01017,BARON INFOTECH,BRI IN Equity,"100,473,522",Software and Tech Services
US92823T2078,VIRNETX HOLDING,VHC US Equity,"236,507,892,033",Software and Tech Services
KR7222810004,SETOPIA CO LTD,222810 KS Equity,"550,342,766,414",Software and Tech Services
INE271D01013,SUNGOLD CAPITAL,MTFI IN Equity,"7,436,630,242",Software and Tech Services
MYQ0241OO008,SIAB HOLDINGS BH,SIAB MK Equity,"159,361,165,593",Software and Tech Services
LU0472835155,H2APEX GROUP SCA,H2A GR Equity,"1,891,556,925,376",Software and Tech Services
CA3719571018,GENESIS AI CORP,AIG CN Equity,"21,467,824,788",Software and Tech Services
MYQ0131OO001,DIVFEX BHD,DFX MK Equity,"265,779,396,656",Software and Tech Services
KR7115450009,HLB THERAPEUTICS,115450 KS Equity,"3,586,831,045,111",Software and Tech Services
US74056P1021,PREMIER PRODUCTS,PMPG US Equity,"371,671,803",Software and Tech Services
CA88079F1071,TERAGO INC,TGO CN Equity,"286,230,503,409",Software and Tech Services
CA22906X2059,CRYPTOBLOX TECHN,BLOX CN Equity,"123,034,463,435",Software and Tech Services
KR7253840003,SUGENTECH INC,253840 KS Equity,"565,499,206,127",Software and Tech Services
US9780771054,WOLVERINE RESOUR,WOLV US Equity,"47,153,451,013",Software and Tech Services
IE0000TSCWD4,SMX SECURITY MAT,SMX US Equity,"51,250,116,746",Software and Tech Services
GB00BD5JRP64,HUDDLED GROUP PL,HUD LN Equity,"121,162,790,698",Software and Tech Services
KR7042510008,RAONSECURE CO LT,042510 KS Equity,"905,620,622,023",Software and Tech Services
DE000A32VN59,SOLUTIANCE AG,SLSA GR Equity,"158,242,271,411",Software and Tech Services
JP3654100001,NEEDS WELL INC,3992 JP Equity,"955,851,312,226",Software and Tech Services
RO0MDTLNZV25,SAFETECH INNOVAT,SAFE RO Equity,"343,462,220,977",Software and Tech Services
SE0022242681,AVSALT GROUP AB,AVSALT SS Equity,"64,525,824,227",Software and Tech Services
FR0011776889,UMALIS GROUP,MLUMG FP Equity,"30,487,251,331",Software and Tech Services
IT0005440893,WIIT SPA,WIIT IM Equity,"6,055,290,931,167",Software and Tech Services
INE255Z01019,E2E NETWORKS LTD,E2E IN Equity,"2,807,546,464,929",Software and Tech Services
KR7356680009,AXGATE CO LTD,356680 KS Equity,"1,005,435,696,273",Software and Tech Services
MYQ0176OO006,KRONOLOGI ASIA B,KAB MK Equity,"705,208,741,945",Software and Tech Services
US00436J1025,ACCELERATED TECH,ATHC US Equity,"168,263,753",Software and Tech Services
TRESNKR00023,SENKRON GUVENLIK,SNKRN TI Equity,"96,891,753,059",Software and Tech Services
AU0000033946,ADVERITAS LTD,AV1 AU Equity,"308,798,916,597",Software and Tech Services
BMG4588S1456,BRADAVERSE EDUCA,1082 HK Equity,"1,170,813,486,504",Software and Tech Services
US23249K1088,CYBERLOQ TECHNOL,CLOQ US Equity,"168,840,945,176",Software and Tech Services
MYQ0265OO007,INFOMINA BHD,INFOM MK Equity,"1,654,767,908,845",Software and Tech Services
US87265T1034,TPT GLOBAL TECH,TPTW US Equity,"11,531,428,038",Software and Tech Services
AU0000196065,XREALITY GROUP L,XRG AU Equity,"154,690,389,465",Software and Tech Services
CNE100001C30,BRINGSPRING SC-A,300290 CH Equity,"8,212,384,421,407",Software and Tech Services
JP3346050002,CRI MIDDLEWARE C,3698 JP Equity,"276,282,805,641",Software and Tech Services
CA98422Q1063,XTRACT ONE TECHN,XTRA CN Equity,"938,432,800,971",Software and Tech Services
PLGURDR00013,PRIVRNT,RNT PW Equity,"1,776,893,621",Software and Tech Services
SE0014829495,JS SECURITY TECH,JSSEC SS Equity,"6,138,367,423",Software and Tech Services
RU000A103X66,POSITIVE GROUP P,POSI RM Equity,"19,730,269,916,877",Software and Tech Services
IL0011822603,CONTINUAL LTD,CNTL IT Equity,"7,557,336,322",Software and Tech Services
US26253C2017,DSS INC,DSS US Equity,"114,182,310,638",Software and Tech Services
US23256Y1082,CYIOS CORP,CYIO US Equity,"4,578,378,631",Software and Tech Services
US9898261022,ZVELO INC,ZVLO US Equity,"7,432,632,857",Software and Tech Services
FR0014005DA7,EXCLUSIVE NETWOR,EXN FP Equity,"17,939,105,258,242",Software and Tech Services
FR0000077828,CONSORT NT,MLCNT FP Equity,"149,753,432,334",Software and Tech Services
TW0008050006,IBASE TECH,8050 TT Equity,"5,061,221,630,709",Software and Tech Services
GB00BN7DVG54,CATENAI PLC,CTAI LN Equity,"13,988,698,982",Software and Tech Services
KYG730661058,QEEKA HOME CAYMA,1739 HK Equity,"317,704,305,594",Software and Tech Services
BRCLSAACNOR0,CLEAR SALE SA,CLSA3 BZ Equity,"2,306,799,290,184",Software and Tech Services
AU0000069726,ROOLIFE GROUP LT,RLG AU Equity,"19,448,865,228",Software and Tech Services
INE0SOY01013,TAC INFOSEC LTD,TAC IN Equity,"66,077,425,983",Software and Tech Services
IT0005203622,DHH SPA,DHH IM Equity,"1,346,567,666,013",Software and Tech Services
DE000A3MQR99,GBS SOFTWARE AG,INW GR Equity,"36,977,304,567",Software and Tech Services
CA74365J1021,PROSTAR HOLDINGS,MAPS CN Equity,"158,043,336,135",Software and Tech Services
CA09353K3073,BLENDER BITES LT,BITE CN Equity,"80,748,202,111",Software and Tech Services
TW0006595002,JULIEN S INTERNA,6595 TT Equity,"451,066,591,949",Software and Tech Services
DE000A0MFXS6,BACKBONE TECH-BR,AO9 GR Equity,"6,685,728,962",Software and Tech Services
PLS4E0000015,S4E,S4E PW Equity,"120,823,760,157",Software and Tech Services
INE0BV301023,CE INFO SYSTEMS,MAPMYIND IN Equity,"13,777,808,910,059",Software and Tech Services
KR7290270008,HUNESION CO LTD,290270 KS Equity,"252,688,895,115",Software and Tech Services
DK0061031978,RISK INTELLIGENC,RISK SS Equity,"39,218,455,216",Software and Tech Services
PLPNTPK00014,POINTPACK PL SA,PNT PW Equity,"56,549,173,438",Software and Tech Services
FR0014004339,E-PANGO SAS,ALAGO FP Equity,"16,301,391,613",Software and Tech Services
KR7039310008,SEJOONG CO LTD,039310 KS Equity,"242,150,929,299",Software and Tech Services
US23816M2061,DATCHAT INC,DATS US Equity,"35,694,872,513",Software and Tech Services
INE01QM01018,EMUDHRA LTD,EMUDHRA IN Equity,"807,567,012,235",Software and Tech Services
IT0005364333,MAPS SPA,MAPS IM Equity,"308,543,943,215",Software and Tech Services
JP3317500001,SAKURA KCS CORP,4761 JP Equity,"107,039,320,071",Software and Tech Services
KR7336060009,WAVUS CO LTD,336060 KS Equity,"554,607,266,274",Software and Tech Services
IL0010838568,ALARUM TECHNOLOG,ALAR IT Equity,"2,093,041,935,183",Software and Tech Services
NO0012916131,TECHSTEP ASA,TECH NO Equity,"282,849,537,686",Software and Tech Services
INE578B01015,ACCEDERE LTD,ACCEDERE IN Equity,"50,644,064,631",Software and Tech Services
US20036M1071,COMEPAY INC,CMPY US Equity,"56,074,437",Software and Tech Services
US00676P1075,ADEIA INC,ADEA US Equity,"10,975,436,630,242",Software and Tech Services
US3004321010,EVERYTHING BLOCK,EBZT US Equity,"84,337,069,207",Software and Tech Services
US29413V6065,EPAZZ INC,EPAZ US Equity,"443,663",Software and Tech Services
US30208Q1094,EXOBOX TECHNOLOG,EXBX US Equity,"388,317,923",Software and Tech Services
US17253H1005,SIDECHANNEL INC,SDCH US Equity,"83,135,518,819",Software and Tech Services
KR7075130005,PLANTYNET CO LTD,075130 KS Equity,"249,656,299,617",Software and Tech Services
INE781A01025,INTENSE TECHNOLO,INTEC IN Equity,"371,016,157,654",Software and Tech Services
INE395U01014,NINTEC SYSTEMS L,NINSYS IN Equity,"1,012,319,043,616",Software and Tech Services
SE0013042108,AMIDO AB,AMIDO SS Equity,"5,397,693,098",Software and Tech Services
IT0005433740,RELATECH SPA,RLT IM Equity,"1,066,984,215,934",Software and Tech Services
US45074L1098,IMAGE PROTECT IN,IMTL US Equity,"974,801,532",Software and Tech Services
CNE0000001Y0,CHINA SECURITY-A,600654 CH Equity,"8,756,934,715,607",Software and Tech Services
US1997511084,COM-GUARD.COM IN,CGUD US Equity,"53,953,395",Software and Tech Services
GB00BFPMV798,TERN PLC,TERN LN Equity,"107,382,086,485",Software and Tech Services
SGXZ19450089,KAROOOOO LTD,KARO US Equity,"9,383,300,644,438",Software and Tech Services
US44963M1045,IIOT-OXYS INC,ITOX US Equity,"7,257,130,849",Software and Tech Services
